drug_name,g2032r_score,wt_score,met_score,composite_score,mw,tpsa,clogp,cns_mpo,cns_penetrant,target,is_known_ros1_tki,is_candidate,source
Saquinavir (Ro 31-8959),-8.4,,,-8.4,670.9,166.8,3.09,1.43,False,HIV Protease,False,False,selleckchem_L1300
Cinnarizine,-8.4,,,-8.4,368.5,6.5,5.11,2.91,True,Calcium Channel,False,False,selleckchem_L1300
Glipizide,-8.4,,,-8.4,445.5,130.2,2.08,2.33,False,Potassium Channel,False,False,selleckchem_L1300
Fezolinetant,-7.89,,,-8.39,358.4,76.8,2.46,6.0,True,Neurokinin Receptor,False,False,selleckchem_L1300
Ethisterone,-7.89,,,-8.39,312.5,37.3,3.88,4.89,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Cynarin,-8.39,,,-8.39,516.5,211.3,1.03,1.5,False,"CD markers,Glutathione,Nrf2,ROS",False,False,selleckchem_L1300
Irbesartan,-8.39,,,-8.39,428.5,87.1,4.78,3.68,False,Angiotensin Receptor,False,False,selleckchem_L1300
Ecamsule.2Na,-8.39,,,-8.39,560.7,148.5,3.55,2.58,False,Others,False,False,selleckchem_L1300
Mebendazole,-7.89,,,-8.39,295.3,84.1,2.97,5.25,False,Parasite,False,False,selleckchem_L1300
Doxazosin,-8.39,,,-8.39,451.5,112.3,1.72,3.66,False,Adrenergic Receptor,False,False,selleckchem_L1300
Velpatasvir,-8.39,,,-8.39,883.0,193.1,7.73,0.0,False,"COVID-19,HCV Protease",False,False,selleckchem_L1300
Thioridazine hydrochloride,-8.38,,,-8.38,370.6,6.5,5.89,2.89,True,5-HT Receptor,False,False,selleckchem_L1300
Baloxavir marboxil,-8.38,,,-8.38,571.6,99.5,3.39,3.73,False,Antiviral,False,False,selleckchem_L1300
Fedratinib (TG101348),-8.38,,,-8.38,524.7,108.5,4.82,0.96,False,"Apoptosis related,c-RET,FLT3,JAK",False,False,selleckchem_L1300
Cyclofenil,-7.88,,,-8.379999999999999,364.4,52.6,5.3,4.45,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Diosmetin,-7.88,,,-8.379999999999999,300.3,100.1,2.59,4.24,False,P450 (e.g. CYP17),False,False,selleckchem_L1300
Balofloxacin,-7.88,,,-8.379999999999999,389.4,83.8,2.37,4.93,False,Topoisomerase,False,False,selleckchem_L1300
Amlexanox (AA-673),-7.88,,,-8.379999999999999,298.3,106.4,2.75,4.43,False,,False,False,selleckchem_L1300
Corticosterone (NSC-9705),-7.88,,,-8.379999999999999,346.5,74.6,2.67,5.25,True,Glucocorticoid Receptor,False,False,selleckchem_L1300
Piroxicam,-7.87,,,-8.370000000000001,331.4,99.6,1.58,4.77,False,COX,False,False,selleckchem_L1300
Dienogest,-7.87,,,-8.370000000000001,311.4,61.1,3.84,5.12,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Sodium Dehydrocholate,-7.87,,,-8.370000000000001,401.5,91.3,2.74,5.49,False,Others,False,False,selleckchem_L1300
Baricitinib phosphate,-7.87,,,-8.370000000000001,371.4,120.6,1.1,4.13,False,"COVID-19,JAK",False,False,selleckchem_L1300
Meloxicam,-7.87,,,-8.370000000000001,351.4,99.6,1.95,4.77,False,COX,False,False,selleckchem_L1300
Cefozopran hydrochloride,-8.37,,,-8.37,515.5,184.1,-2.49,2.25,False,Bacterial,False,False,selleckchem_L1300
Bentiromide,-8.37,,,-8.37,404.4,115.7,3.07,2.68,False,Others,False,False,selleckchem_L1300
Hyodeoxycholic acid (HDCA),-8.37,,,-8.37,392.6,77.8,4.48,3.29,False,GPCR19,False,False,selleckchem_L1300
Lazertinib,-8.37,,,-8.37,554.7,109.7,4.1,1.94,False,EGFR,False,False,selleckchem_L1300
Sulindac,-7.86,,,-8.36,356.4,54.4,4.37,4.73,True,COX,False,False,selleckchem_L1300
Neflamapimod (VX-745),-8.36,,,-8.36,436.3,47.3,5.49,3.68,True,p38 MAPK,False,False,selleckchem_L1300
Ilaprazole,-7.86,,,-8.36,366.4,72.8,3.37,5.4,True,"ATPase,Proton Pump",False,False,selleckchem_L1300
Daidzin,-8.36,,,-8.36,416.4,149.8,0.34,2.4,False,Dehydrogenase,False,False,selleckchem_L1300
Fenticonazole Nitrate,-8.36,,,-8.36,455.4,27.1,7.3,2.51,False,Fungal,False,False,selleckchem_L1300
Fluorometholone,-7.86,,,-8.36,376.5,74.6,2.92,5.07,True,Glucocorticoid Receptor,False,False,selleckchem_L1300
Mirtazapine,-7.86,,,-8.36,265.4,19.4,2.48,4.5,True,5-HT Receptor,False,False,selleckchem_L1300
Prazosin,-7.85,,,-8.35,383.4,107.0,1.78,4.65,False,Adrenergic Receptor,False,False,selleckchem_L1300
Tetracycline,-8.35,,,-8.35,444.4,181.6,-0.37,2.1,False,"Antibiotics,Antineoplastic and Immunosuppressive Antibiotics,Bacterial",False,False,selleckchem_L1300
Usnic acid,-8.35,,,-8.35,344.3,118.0,1.5,3.85,False,"Akt,ERK",False,False,selleckchem_L1300
Cinacalcet (AMG-073) HCl,-8.35,,,-8.35,357.4,12.0,6.14,2.75,True,CaSR,False,False,selleckchem_L1300
Hydrocortisone (NSC 10483),-7.85,,,-8.35,362.5,94.8,1.78,4.48,False,Glucocorticoid Receptor,False,False,selleckchem_L1300
Valdecoxib,-7.84,,,-8.34,314.4,86.2,2.96,5.75,False,COX,False,False,selleckchem_L1300
Niflumic acid,-7.84,,,-8.34,282.2,62.2,3.54,4.84,True,"COX,GABA Receptor",False,False,selleckchem_L1300
Alpelisib (BYL719),-8.34,,,-8.34,441.5,101.2,3.84,3.19,False,PI3K,False,False,selleckchem_L1300
Phenprocoumon,-7.84,,,-8.34,280.3,50.4,4.04,4.97,True,5-alpha Reductase,False,False,selleckchem_L1300
Rimegepant (BMS-927711),-8.34,,,-8.34,534.6,119.1,4.49,1.18,False,CGRP Receptor,False,False,selleckchem_L1300
Agomelatine (S20098),-7.84,,,-8.34,243.3,38.3,2.53,5.62,True,5-HT Receptor,False,False,selleckchem_L1300
Conivaptan HCl,-8.33,,,-8.33,498.6,78.1,6.51,2.27,False,Vasopressin Receptor,False,False,selleckchem_L1300
Pimobendan,-7.83,,,-8.33,334.4,79.4,3.1,5.18,False,PDE,False,False,selleckchem_L1300
Ripretinib (DCC-2618),-8.33,,,-8.33,510.4,88.0,5.67,1.75,False,"c-Kit,PDGFR",False,False,selleckchem_L1300
Torsemide,-7.83,,,-8.33,348.4,100.2,2.53,4.24,False,Chloride Channel,False,False,selleckchem_L1300
Brigatinib (AP26113),-8.33,,,-8.33,584.1,85.9,5.09,2.25,False,"ALK,EGFR,FLT3,IGF-1R,ROS1",False,False,selleckchem_L1300
Fluspirilene,-8.33,,,-8.33,475.6,35.6,5.31,2.68,False,Calcium Channel,False,False,selleckchem_L1300
Savolitinib (AZD6094),-7.83,,,-8.33,345.4,91.6,1.88,5.92,False,c-Met,False,False,selleckchem_L1300
Quinidine hydrochloride monohydrate,-7.83,,,-8.33,324.4,45.6,3.17,5.62,True,Potassium Channel,False,False,selleckchem_L1300
Lappaconite HBr,-8.33,,,-8.33,584.7,126.8,2.22,1.75,False,"ADC Cytotoxin,Immunology & Inflammation related",False,False,selleckchem_L1300
Dasatinib (BMS-354825),-8.33,,,-8.33,488.0,106.5,3.31,2.32,False,"Apoptosis related,Autophagy,Bcr-Abl,c-Kit,Src",False,False,selleckchem_L1300
Estradiol Cypionate,-8.33,,,-8.33,396.6,46.5,6.13,3.86,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Cloxacillin Sodium,-8.33,,,-8.33,434.9,115.6,1.21,3.67,False,Anti-infection,False,False,selleckchem_L1300
Sunitinib (SU11248),-7.82,,,-8.32,398.5,77.2,3.33,4.09,False,"Apoptosis related,Autophagy,c-Kit,IRE1,PDGFR,VEGFR",False,False,selleckchem_L1300
Ofloxacin,-7.82,,,-8.32,361.4,75.0,1.54,5.74,True,Topoisomerase,False,False,selleckchem_L1300
Astemizole,-8.32,,,-8.32,458.6,42.3,5.35,3.19,False,"Histamine Receptor,Potassium Channel",False,False,selleckchem_L1300
Infigratinib Phosphate,-8.32,,,-8.32,560.5,95.1,5.35,2.0,False,FGFR,False,False,selleckchem_L1300
Apixaban (BMS 562247-01),-8.32,,,-8.32,459.5,110.8,2.7,3.65,False,Factor Xa,False,False,selleckchem_L1300
Cyproterone Acetate,-7.82,,,-8.32,416.9,60.4,4.61,4.18,True,Androgen Receptor,False,False,selleckchem_L1300
Glimepiride,-8.32,,,-8.32,490.6,124.7,3.07,1.79,False,Potassium Channel,False,False,selleckchem_L1300
Bicalutamide (ICI-176334),-8.31,,,-8.31,430.4,107.3,2.88,3.63,False,"Androgen Receptor,Autophagy",False,False,selleckchem_L1300
Cyclobenzaprine HCl,-8.31,,,-8.31,275.4,3.2,4.55,3.33,True,5-HT Receptor,False,False,selleckchem_L1300
Teniposide,-8.31,,,-8.31,656.7,160.8,2.75,1.75,False,Topoisomerase,False,False,selleckchem_L1300
Calcipotriene,-8.31,,,-8.31,412.6,60.7,5.09,2.69,False,Vitamin,False,False,selleckchem_L1300
Melitracen hydrochloride,-8.31,,,-8.31,291.4,3.2,4.71,3.22,True,Dopamine Receptor,False,False,selleckchem_L1300
Quinine,-7.81,,,-8.309999999999999,324.4,45.6,3.17,5.62,True,Potassium Channel,False,False,selleckchem_L1300
S-Ruxolitinib (INCB018424),-7.81,,,-8.309999999999999,306.4,83.2,3.47,5.4,False,JAK,False,False,selleckchem_L1300
Baloxavir,-7.81,,,-8.309999999999999,483.5,75.0,2.98,4.43,False,Antiviral,False,False,selleckchem_L1300
Dasatinib Monohydrate,-8.3,,,-8.3,488.0,106.5,3.31,2.32,False,"Bcr-Abl,c-Kit,Src",False,False,selleckchem_L1300
Taurodeoxycholic acid sodium hydrate,-8.3,,,-8.3,499.7,123.9,3.4,1.21,False,S1PR Agonist,False,False,selleckchem_L1300
Haloperidol,-7.8,,,-8.3,375.9,40.5,4.43,4.51,True,Dopamine Receptor,False,False,selleckchem_L1300
Olmesartan,-8.3,,,-8.3,446.5,129.8,3.66,1.83,False,Angiotensin Receptor,False,False,selleckchem_L1300
Fluphenazine dihydrochloride,-8.3,,,-8.3,437.5,30.0,4.31,3.18,True,Dopamine Receptor,False,False,selleckchem_L1300
Lonidamine (AF-1890),-7.79,,,-8.29,321.2,55.1,4.09,4.93,True,"Carbohydrate Metabolism,Others",False,False,selleckchem_L1300
Tezacaftor?(VX-661),-8.29,,,-8.29,520.5,113.2,3.4,1.54,False,CFTR,False,False,selleckchem_L1300
Sulfatinib,-8.29,,,-8.29,480.6,112.2,3.78,1.76,False,"CSF-1R,FGFR,VEGFR",False,False,selleckchem_L1300
Nebivolol hydrochloride (R-65824),-7.79,,,-8.29,405.4,71.0,2.36,4.26,False,Adrenergic Receptor,False,False,selleckchem_L1300
Genistein (NPI 031L),-7.79,,,-8.29,270.2,90.9,2.58,4.7,False,"EGFR,Topoisomerase",False,False,selleckchem_L1300
Fluocinonide,-8.29,,,-8.29,494.5,99.1,2.94,3.85,False,Glucocorticoid Receptor,False,False,selleckchem_L1300
Fimasartan,-8.29,,,-8.29,501.7,92.6,4.22,3.2,False,Angiotensin Receptor,False,False,selleckchem_L1300
Propantheline bromide,-7.79,,,-8.29,368.5,35.5,4.73,4.28,True,AChR,False,False,selleckchem_L1300
Manidipine,-8.29,,,-8.29,610.7,114.2,4.95,1.57,False,Calcium Channel,False,False,selleckchem_L1300
Cinchonine(LA40221),-7.78,,,-8.280000000000001,294.4,36.4,3.16,5.35,True,5-alpha Reductase,False,False,selleckchem_L1300
Ketoprofen,-7.78,,,-8.280000000000001,254.3,54.4,3.11,5.67,True,COX,False,False,selleckchem_L1300
Daidzein,-7.78,,,-8.280000000000001,254.2,70.7,2.87,5.25,True,PPAR,False,False,selleckchem_L1300
Cilostazol (OPC-13013),-7.78,,,-8.280000000000001,369.5,81.9,3.46,5.3,False,PDE,False,False,selleckchem_L1300
Vinpocetine,-7.78,,,-8.280000000000001,350.5,34.5,4.15,4.72,True,Sodium Channel,False,False,selleckchem_L1300
Homoorientin,-8.28,,,-8.28,448.4,201.3,-0.2,2.05,False,Immunology & Inflammation related,False,False,selleckchem_L1300
Garenoxacin,-8.28,,,-8.28,426.4,80.6,4.47,3.44,False,Anti-infection,False,False,selleckchem_L1300
Apatinib,-8.28,,,-8.28,397.5,90.7,4.68,3.56,False,"Apoptosis related,Autophagy,c-Kit,c-RET,Src,VEGFR",False,False,selleckchem_L1300
Flucloxacillin sodium,-8.28,,,-8.28,452.9,115.6,1.35,3.48,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Tovorafenib (MLN2480),-8.28,,,-8.28,506.3,135.8,3.98,1.02,False,Raf,False,False,selleckchem_L1300
Atorvastatin,-8.28,,,-8.28,558.7,111.8,6.31,0.41,False,"Autophagy,HMG-CoA Reductase",False,False,selleckchem_L1300
Lapatinib (GW-572016),-8.28,,,-8.28,581.1,106.3,6.14,1.43,False,"Autophagy,EGFR,Ferroptosis,HER2",False,False,selleckchem_L1300
Pemetrexed,-8.28,,,-8.28,427.4,191.3,0.67,2.28,False,"Apoptosis related,Autophagy,DHFR,DNA/RNA Synthesis,Thymidylate Synthase",False,False,selleckchem_L1300
Donepezil HCl,-7.77,,,-8.27,379.5,38.8,4.36,4.68,True,AChR,False,False,selleckchem_L1300
Hesperetin,-7.77,,,-8.27,302.3,96.2,2.52,4.44,False,"Histamine Receptor,TGF-beta/Smad",False,False,selleckchem_L1300
Triptolide (PG490),-7.77,,,-8.27,360.4,84.1,1.1,5.75,False,,False,False,selleckchem_L1300
Liquiritin,-8.27,,,-8.27,418.4,145.9,0.28,2.37,False,AKR1C,False,False,selleckchem_L1300
Hydroquinidine,-7.77,,,-8.27,326.4,45.6,3.4,5.45,True,Others,False,False,selleckchem_L1300
Palbociclib,-8.27,,,-8.27,447.5,105.0,2.97,3.56,False,CDK,False,False,selleckchem_L1300
Sulfasalazine (NSC 667219),-8.26,,,-8.26,398.4,141.3,3.7,2.31,False,,False,False,selleckchem_L1300
Roxadustat (FG-4592),-8.26,,,-8.26,352.3,108.8,2.86,3.81,False,"Ferroptosis,HIF",False,False,selleckchem_L1300
Idarubicin HCl,-8.26,,,-8.26,497.5,176.6,1.02,1.53,False,Topoisomerase,False,False,selleckchem_L1300
Cabergoline,-7.76,,,-8.26,451.6,71.7,3.19,4.12,False,Dopamine Receptor,False,False,selleckchem_L1300
Rutin,-8.26,,,-8.26,610.5,269.4,-1.69,1.5,False,"ADC Cytotoxin,Immunology & Inflammation related",False,False,selleckchem_L1300
Thiothixene,-7.76,,,-8.26,443.6,43.9,3.47,4.75,True,Dopamine receptor & Adrenergic receptor,False,False,selleckchem_L1300
Lasofoxifene Tartrate,-8.26,,,-8.26,413.6,32.7,5.73,3.13,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Lenvatinib (E7080) Mesylate,-8.26,,,-8.26,426.9,115.6,4.07,1.95,False,"c-Kit,c-RET,FGFR,PDGFR,VEGFR",False,False,selleckchem_L1300
Thymopentin,-8.26,,,-8.26,679.8,325.2,-2.19,1.5,False,Immunology & Inflammation related,False,False,selleckchem_L1300
Alogliptin (SYR-322) benzoate,-7.75,,,-8.25,339.4,97.0,0.39,5.4,False,DPP,False,False,selleckchem_L1300
Nitisinone,-7.75,,,-8.25,329.2,94.3,2.73,5.78,False,Others,False,False,selleckchem_L1300
Demeclocycline HCl,-8.25,,,-8.25,464.9,181.6,0.26,1.88,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Eletriptan HBr,-7.75,,,-8.25,382.5,53.2,3.82,4.89,True,5-HT Receptor,False,False,selleckchem_L1300
Hyperoside,-8.25,,,-8.25,464.4,210.5,-0.54,1.88,False,,False,False,selleckchem_L1300
Fostamatinib (R788),-8.25,,,-8.25,580.5,186.7,3.09,1.43,False,Syk,False,False,selleckchem_L1300
Pirarubicin (NSC-333054),-8.25,,,-8.25,627.6,204.3,1.55,1.5,False,"Antineoplastic and Immunosuppressive Antibiotics,Topoisomerase",False,False,selleckchem_L1300
Silibinin (NSC 651520),-8.25,,,-8.25,482.4,155.1,2.36,1.69,False,Others,False,False,selleckchem_L1300
Lenalidomide (CC-5013),-7.75,,,-8.25,259.3,92.5,0.03,5.12,False,"Apoptosis related,Caspase,E3 Ligase ,E3 ligase Ligand,TNF-alpha,VEGFR",False,False,selleckchem_L1300
Cinchonidine,-7.75,,,-8.25,294.4,36.4,3.16,5.35,True,"Anti-infection,Serotonin Transporter",False,False,selleckchem_L1300
(+)-Matrine,-7.75,,,-8.25,248.4,23.6,1.87,4.77,True,Opioid Receptor,False,False,selleckchem_L1300
Canagliflozin (JNJ 28431754),-8.25,,,-8.25,444.5,90.2,2.97,3.59,False,SGLT,False,False,selleckchem_L1300
Infigratinib (BGJ398),-8.24,,,-8.24,560.5,95.1,5.35,2.0,False,FGFR,False,False,selleckchem_L1300
Rivaroxaban (BAY 59-7939),-7.74,,,-8.24,435.9,88.2,2.52,4.94,False,Factor Xa,False,False,selleckchem_L1300
Taurocholic acid sodium salt,-8.24,,,-8.24,514.7,147.0,2.03,1.5,False,Others,False,False,selleckchem_L1300
S-(+)-Ketoprofen,-7.74,,,-8.24,254.3,54.4,3.11,5.67,True,COX,False,False,selleckchem_L1300
Protriptyline hydrochloride,-8.23,,,-8.23,263.4,12.0,4.3,3.27,True,5-HT Receptor,False,False,selleckchem_L1300
Liranaftate,-7.73,,,-8.23,328.4,34.6,3.77,5.02,True,Fungal,False,False,selleckchem_L1300
Lenvatinib (E7080),-8.23,,,-8.23,426.9,115.6,4.07,1.95,False,"c-Kit,c-RET,FGFR,PDGFR,VEGFR",False,False,selleckchem_L1300
Dasatinib hydrochloride,-8.23,,,-8.23,488.0,106.5,3.31,2.32,False,"Bcr-Abl,kit,Src",False,False,selleckchem_L1300
Tivozanib (AV-951),-8.23,,,-8.23,454.9,107.7,5.64,1.85,False,"c-Kit,PDGFR,VEGFR",False,False,selleckchem_L1300
Betamethasone Dipropionate,-8.22,,,-8.22,504.6,107.0,3.82,2.79,False,Glucocorticoid Receptor,False,False,selleckchem_L1300
Indocyanine green,-8.22,,,-8.22,752.0,120.7,8.37,1.5,False,Others,False,False,selleckchem_L1300
Glasdegib (PF-04449913),-8.22,,,-8.22,374.4,96.8,3.39,3.96,False,Hedgehog/Smoothened,False,False,selleckchem_L1300
Disodium Cromoglycate,-8.22,,,-8.22,466.4,179.4,-0.55,3.11,False,Calcium Channel,False,False,selleckchem_L1300
Etonogestrel,-7.72,,,-8.219999999999999,324.5,37.3,4.05,4.76,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Segesterone acetate,-7.72,,,-8.219999999999999,370.5,60.4,4.19,5.0,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Nevirapine (NSC 641530),-7.72,,,-8.219999999999999,266.3,58.1,2.65,5.75,True,Reverse Transcriptase,False,False,selleckchem_L1300
Pirenzepine dihydrochloride,-7.72,,,-8.219999999999999,351.4,68.8,1.56,5.75,True,AChR,False,False,selleckchem_L1300
Levomefolic acid,-8.21,,,-8.21,459.5,202.8,-0.26,1.93,False,DNA/RNA Synthesis,False,False,selleckchem_L1300
Diflunisal,-7.71,,,-8.21,250.2,57.5,3.04,5.22,True,COX,False,False,selleckchem_L1300
Ritlecitinib (PF-06651600),-7.71,,,-8.21,285.4,73.9,1.94,5.25,True,JAK,False,False,selleckchem_L1300
Fosphenytoin (disodium),-7.71,,,-8.21,360.3,121.8,0.28,4.25,False,Others,False,False,selleckchem_L1300
Pleconaril,-7.71,,,-8.21,381.4,74.2,4.68,4.51,True,Enterovirus,False,False,selleckchem_L1300
Estradiol valerate,-7.71,,,-8.21,356.5,46.5,5.35,4.25,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Cariprazine hydrochloride,-8.21,,,-8.21,427.4,38.8,4.34,3.94,True,Dopamine Receptor,False,False,selleckchem_L1300
Tolcapone,-7.71,,,-8.21,273.2,100.7,2.55,4.72,False,"COMT,Histone Methyltransferase,Transferase",False,False,selleckchem_L1300
Etoricoxib,-7.71,,,-8.21,358.9,59.9,4.18,5.12,True,COX,False,False,selleckchem_L1300
Spironolactone,-7.7,,,-8.2,416.6,60.4,4.85,4.0,True,Androgen Receptor,False,False,selleckchem_L1300
Mosapride,-7.7,,,-8.2,421.9,76.8,3.09,4.52,True,5-HT Receptor,False,False,selleckchem_L1300
Encorafenib (LGX818),-8.2,,,-8.2,540.0,140.1,3.91,1.07,False,Raf,False,False,selleckchem_L1300
Methylprednisolone (NSC-19987),-7.7,,,-8.2,374.5,94.8,1.8,4.35,False,"ACE,Apoptosis related,Autophagy,Glucocorticoid Receptor,Immunology & Inflammation related,Interleukins",False,False,selleckchem_L1300
leniolisib (CDZ 173),-7.7,,,-8.2,450.5,83.5,2.88,4.78,False,PI3K,False,False,selleckchem_L1300
AG-120 (racemic),-8.2,,,-8.2,583.0,119.3,4.32,1.79,False,Dehydrogenase,False,False,selleckchem_L1300
Naphazoline HCl,-7.7,,,-8.2,210.3,24.4,2.38,4.58,True,Adrenergic Receptor,False,False,selleckchem_L1300
Resazurin sodium,-7.7,,,-8.2,228.2,80.2,0.6,6.0,False,Dyes,False,False,selleckchem_L1300
Laquinimod,-7.7,,,-8.2,356.8,62.5,3.56,5.33,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Mestranol,-7.69,,,-8.190000000000001,310.4,29.5,3.92,4.27,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Upadacitinib (ABT-494),-7.69,,,-8.190000000000001,380.4,78.3,2.91,5.03,True,JAK,False,False,selleckchem_L1300
Penicillin V potassium salt,-7.69,,,-8.190000000000001,349.4,98.8,-0.64,5.31,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Voxelotor (GBT440),-7.69,,,-8.190000000000001,337.4,77.2,3.62,5.28,True,Others,False,False,selleckchem_L1300
Gestodene,-7.69,,,-8.190000000000001,310.4,37.3,3.66,5.05,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
7-Ketolithocholic acid,-8.19,,,-8.19,390.6,74.6,4.69,3.66,True,Others,False,False,selleckchem_L1300
Clocortolone Pivalate,-8.19,,,-8.19,495.0,80.7,4.6,3.11,False,Others,False,False,selleckchem_L1300
Almonertinib (HS-10296),-8.19,,,-8.19,525.7,87.5,5.31,2.25,False,EGFR,False,False,selleckchem_L1300
Maprotiline HCl,-8.19,,,-8.19,277.4,12.0,4.21,3.34,True,Adrenergic Receptor,False,False,selleckchem_L1300
Manidipine 2HCl,-8.19,,,-8.19,610.7,114.2,4.95,1.57,False,Calcium Channel,False,False,selleckchem_L1300
Amsacrine hydrochloride,-8.18,,,-8.18,393.5,80.3,4.51,3.76,False,Topoisomerase,False,False,selleckchem_L1300
Etoposide?(VP-16),-8.18,,,-8.18,588.6,160.8,1.34,1.75,False,"Antineoplastic and Immunosuppressive Antibiotics,Apoptosis related,Autophagy,Mitophagy,Topoisomerase",False,False,selleckchem_L1300
Euquinine,-7.68,,,-8.18,396.5,60.9,4.35,4.59,True,Anti-infection,False,False,selleckchem_L1300
Imperatorin,-7.68,,,-8.18,270.3,52.6,3.88,5.34,True,Calcium Channel,False,False,selleckchem_L1300
Dapiprazole Hydrochloride,-7.68,,,-8.18,325.5,37.2,2.29,5.79,True,Adrenergic Receptor,False,False,selleckchem_L1300
Asenapine maleate,-8.18,,,-8.18,285.8,12.5,4.26,3.56,True,"5-HT Receptor,Adrenergic Receptor",False,False,selleckchem_L1300
Berberine,-7.67,,,-8.17,336.4,40.8,3.1,5.93,True,Bacterial,False,False,selleckchem_L1300
Dabigatran etexilate mesylate,-8.17,,,-8.17,627.7,151.5,5.81,0.25,False,Thrombin,False,False,selleckchem_L1300
Balofloxacin Dihydrate,-7.67,,,-8.17,389.4,83.8,2.37,4.93,False,Antibiotics,False,False,selleckchem_L1300
Carazolol,-7.67,,,-8.17,298.4,57.3,3.06,4.71,False,Adrenergic Receptor,False,False,selleckchem_L1300
Acrivastine,-7.67,,,-8.17,348.4,53.4,4.02,4.99,True,Histamine Receptor,False,False,selleckchem_L1300
Glafenine HCl,-7.67,,,-8.17,372.8,91.7,3.14,4.42,False,Others,False,False,selleckchem_L1300
Tamibarotene,-8.17,,,-8.17,351.4,66.4,4.99,3.76,True,Retinoid Receptor,False,False,selleckchem_L1300
Doxycycline,-8.16,,,-8.16,444.4,181.6,-0.35,2.1,False,"Antibiotics,Antineoplastic and Immunosuppressive Antibiotics,Bacterial,MMP",False,False,selleckchem_L1300
Difluprednate,-8.16,,,-8.16,508.6,107.0,3.52,3.01,False,Others,False,False,selleckchem_L1300
Rofecoxib,-7.66,,,-8.16,314.4,60.4,2.56,6.0,True,COX,False,False,selleckchem_L1300
Berberine Sulfate,-7.66,,,-8.16,336.4,40.8,3.1,5.93,True,Bacterial,False,False,selleckchem_L1300
Triamcinolone,-8.16,,,-8.16,394.4,115.1,0.62,2.88,False,Glucocorticoid Receptor,False,False,selleckchem_L1300
Pancuronium dibromide,-8.16,,,-8.16,572.9,52.6,6.11,3.0,False,AChR,False,False,selleckchem_L1300
Levonorgestrel,-7.66,,,-8.16,312.5,37.3,3.88,4.89,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Ethynodiol diacetate,-7.66,,,-8.16,384.5,52.6,4.43,4.67,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Toltrazuril,-7.66,,,-8.16,425.4,86.1,2.94,5.05,False,Parasite,False,False,selleckchem_L1300
Enoxacin,-7.65,,,-8.15,320.3,87.5,0.66,5.25,False,Topoisomerase,False,False,selleckchem_L1300
Doxercalciferol,-8.15,,,-8.15,412.7,40.5,6.61,3.19,True,Vitamin,False,False,selleckchem_L1300
Droperidol,-7.65,,,-8.15,379.4,58.1,3.68,5.03,True,Dopamine Receptor,False,False,selleckchem_L1300
Calcifediol,-8.15,,,-8.15,400.6,40.5,6.73,3.31,True,Vitamin,False,False,selleckchem_L1300
Fruquintinib (HMPL-013),-7.65,,,-8.15,393.4,95.7,3.85,4.47,False,VEGFR,False,False,selleckchem_L1300
Dienestrol,-7.65,,,-8.15,266.3,40.5,4.6,4.05,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Oxaprozin,-7.65,,,-8.15,293.3,63.3,4.03,4.98,True,COX,False,False,selleckchem_L1300
Lomefloxacin HCl,-7.65,,,-8.15,351.4,74.6,1.8,5.25,True,Antibiotics,False,False,selleckchem_L1300
Sparteine,-7.65,,,-8.15,234.4,6.5,2.35,4.5,True,Sodium Channel,False,False,selleckchem_L1300
Venetoclax (ABT-199),-8.15,,,-8.15,868.5,172.0,8.66,0.25,False,"Autophagy,Bcl-2",False,False,selleckchem_L1300
Dimethindene maleate,-8.15,,,-8.15,292.4,16.1,4.15,3.64,True,Histamine Receptor,False,False,selleckchem_L1300
Argatroban Monohydrate,-8.14,,,-8.14,508.6,177.7,0.91,1.5,False,Thrombin,False,False,selleckchem_L1300
Sinomenine hydrochloride,-7.64,,,-8.14,329.4,59.0,2.02,5.75,True,"Autophagy,Immunology & Inflammation related",False,False,selleckchem_L1300
(+)-Catechin,-8.14,,,-8.14,290.3,110.4,1.55,3.48,False,Antioxidant,False,False,selleckchem_L1300
Luteolin,-8.14,,,-8.14,286.2,111.1,2.28,3.44,False,"ADC Cytotoxin,PDE",False,False,selleckchem_L1300
Clozapine,-7.64,,,-8.14,326.8,30.9,3.72,4.52,True,5-HT Receptor,False,False,selleckchem_L1300
Ticagrelor,-8.14,,,-8.14,522.6,138.4,2.01,1.5,False,P2 Receptor,False,False,selleckchem_L1300
Wedelolactone,-8.14,,,-8.14,314.2,113.3,2.82,3.59,False,,False,False,selleckchem_L1300
