drug_name,g2032r_score,wt_score,met_score,composite_score,mw,tpsa,clogp,cns_mpo,cns_penetrant,target,is_known_ros1_tki,is_candidate,source
Linalyl Acetate,-5.31,,,-5.81,196.3,26.3,3.24,4.79,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Ingenol,-5.31,,,-5.81,348.4,98.0,0.82,4.1,False,PKC,False,False,selleckchem_L1300
Verteporfin (CL 318952),-5.8,,,-5.8,718.8,173.6,6.72,0.25,False,"Apoptosis related,Autophagy,TEAD,VDA,YAP",False,False,selleckchem_L1300
L-Valine,-5.3,,,-5.8,117.1,63.3,0.05,5.25,True,Others,False,False,selleckchem_L1300
Pyridoxine HCl,-5.29,,,-5.79,169.2,73.6,0.08,4.75,False,Vitamin,False,False,selleckchem_L1300
Calcium D-Panthotenate,-5.79,,,-5.79,476.5,191.7,-2.62,1.75,False,Vitamin,False,False,selleckchem_L1300
Pipobroman,-5.29,,,-5.79,356.1,40.6,1.23,6.0,True,DNA alkylator,False,False,selleckchem_L1300
L-Hydroxyproline,-5.29,,,-5.79,131.1,69.6,-1.21,4.75,False,Others,False,False,selleckchem_L1300
Clofibric Acid,-5.28,,,-5.78,214.6,46.5,2.58,5.75,True,PPAR,False,False,selleckchem_L1300
Erdosteine,-5.28,,,-5.78,249.3,83.5,-0.05,5.25,False,,False,False,selleckchem_L1300
Cyromazine,-5.28,,,-5.78,166.2,102.7,-0.39,4.11,False,Parasite,False,False,selleckchem_L1300
Glycylglycine,-5.28,,,-5.78,132.1,92.4,-1.85,4.63,False,Others,False,False,selleckchem_L1300
Thioguanine (NSC 752),-5.28,,,-5.78,167.2,83.4,0.6,4.75,False,DNA Methyltransferase,False,False,selleckchem_L1300
Ornidazole,-5.28,,,-5.78,219.6,81.2,0.7,5.75,False,Bacterial,False,False,selleckchem_L1300
Pyrazinamide,-5.27,,,-5.77,123.1,68.9,-0.42,5.75,True,Bacterial,False,False,selleckchem_L1300
(S)-(?)-Limonene,-5.26,,,-5.76,136.2,0.0,3.31,4.27,True,Others,False,False,selleckchem_L1300
Edetate Trisodium,-5.26,,,-5.76,289.2,164.2,-6.08,4.25,False,Others,False,False,selleckchem_L1300
Tilmicosin phosphate,-5.76,,,-5.76,869.1,186.1,3.34,1.24,False,Antibiotics,False,False,selleckchem_L1300
Risedronate Sodium,-5.76,,,-5.76,282.1,151.0,-1.01,3.0,False,Others,False,False,selleckchem_L1300
"2,4-dichlorobenzyl alcohol",-5.25,,,-5.75,177.0,20.2,2.49,4.27,True,"Antiviral,Bacterial",False,False,selleckchem_L1300
Myosmine,-5.24,,,-5.74,146.2,25.2,1.66,4.89,True,AChR,False,False,selleckchem_L1300
Sodium dehydroacetate,-5.24,,,-5.74,167.1,70.3,0.22,6.0,True,Bacterial,False,False,selleckchem_L1300
Rilmenidine Phosphate,-5.24,,,-5.74,180.3,33.6,1.15,5.27,True,Imidazoline Receptor,False,False,selleckchem_L1300
Citronellyl acetate,-5.24,,,-5.74,198.3,26.3,3.32,4.73,True,Others,False,False,selleckchem_L1300
L-Threonine,-5.23,,,-5.73,119.1,83.5,-1.22,4.75,False,Others,False,False,selleckchem_L1300
(-)-Verbenone,-5.23,,,-5.73,150.2,17.1,2.18,4.5,True,Others,False,False,selleckchem_L1300
Retinyl (Vitamin A) Palmitate,-5.72,,,-5.72,524.9,26.3,11.54,1.97,False,Vitamin,False,False,selleckchem_L1300
Acesulfame Potassium,-5.22,,,-5.72,163.2,72.5,-0.72,5.75,True,Others,False,False,selleckchem_L1300
Moroxydine HCl,-5.22,,,-5.72,171.2,98.2,-1.26,4.09,False,Antiviral,False,False,selleckchem_L1300
Desipramine Hydrochloride,-5.72,,,-5.72,266.4,15.3,3.53,3.85,True,"5-HT Receptor,Serotonin Transporter",False,False,selleckchem_L1300
Palmitic acid,-5.21,,,-5.71,256.4,37.3,5.55,4.05,True,Others,False,False,selleckchem_L1300
Docetaxel (RP56976),-5.71,,,-5.71,807.9,224.4,3.26,1.31,False,Microtubule Associated,False,False,selleckchem_L1300
Malic acid,-5.21,,,-5.71,134.1,94.8,-1.09,4.51,False,Others,False,False,selleckchem_L1300
Methazolamide,-5.2,,,-5.7,236.3,107.4,-1.42,4.88,False,Carbonic Anhydrase,False,False,selleckchem_L1300
Azithromycin Dihydrate,-5.7,,,-5.7,749.0,180.1,1.9,1.5,False,Anti-infection,False,False,selleckchem_L1300
Selamectin,-5.7,,,-5.7,770.0,154.7,6.07,0.25,False,Parasite,False,False,selleckchem_L1300
Colchicine (NSC 757),-5.2,,,-5.7,399.4,83.1,2.87,5.33,False,Microtubule Associated,False,False,selleckchem_L1300
Triapine,-5.2,,,-5.7,195.3,89.3,-0.17,4.75,False,"DNA/RNA Synthesis,RNR",False,False,selleckchem_L1300
Ala-Gln,-5.69,,,-5.69,217.2,135.5,-1.83,3.0,False,Others,False,False,selleckchem_L1300
Creatine monohydrate,-5.19,,,-5.69,131.1,90.4,-1.1,4.73,False,Others,False,False,selleckchem_L1300
Palmitoleic acid,-5.18,,,-5.68,254.4,37.3,5.33,4.05,True,AMPK,False,False,selleckchem_L1300
Melibiose,-5.68,,,-5.68,342.3,197.4,-5.55,3.0,False,Others,False,False,selleckchem_L1300
Anethole trithione,-5.68,,,-5.68,240.4,9.2,4.21,3.59,True,Others,False,False,selleckchem_L1300
isoleucine,-5.17,,,-5.67,131.2,63.3,0.44,5.25,True,Others,False,False,selleckchem_L1300
Iopanoic acid,-5.67,,,-5.67,570.9,63.3,3.74,3.2,False,Others,False,False,selleckchem_L1300
Maleimide,-5.17,,,-5.67,97.1,46.2,-0.8,5.75,True,"ADC Linker,Dyes",False,False,selleckchem_L1300
Apronal,-5.16,,,-5.66,184.2,72.2,1.03,5.25,True,Others,False,False,selleckchem_L1300
TriacetonaMine,-5.15,,,-5.65,155.2,29.1,1.5,4.93,True,ADC Cytotoxin,False,False,selleckchem_L1300
Benzyl isothiocyanate,-5.15,,,-5.65,149.2,12.4,2.29,4.5,True,Antibiotics,False,False,selleckchem_L1300
Clomipramine HCl,-5.65,,,-5.65,314.9,6.5,4.53,3.35,True,Serotonin Transporter,False,False,selleckchem_L1300
Orotic acid (6-Carboxyuracil),-5.15,,,-5.65,156.1,103.0,-1.24,4.1,False,Others,False,False,selleckchem_L1300
Mizoribine,-5.65,,,-5.65,259.2,151.1,-2.7,3.0,False,"DNA/RNA Synthesis,HCV",False,False,selleckchem_L1300
Methyl linoleate,-5.64,,,-5.64,294.5,26.3,5.97,3.47,True,Others,False,False,selleckchem_L1300
(-)-Fenchone,-5.14,,,-5.64,152.2,17.1,2.4,4.5,True,Others,False,False,selleckchem_L1300
Benzylcetyldimethylammonium chloride hydrate,-5.63,,,-5.63,360.7,0.0,7.74,2.99,True,Others,False,False,selleckchem_L1300
Glutathione,-5.63,,,-5.63,307.3,158.8,-2.21,3.0,False,Glutathione,False,False,selleckchem_L1300
Erythromycin,-5.63,,,-5.63,733.9,193.9,1.79,1.5,False,"Antibiotics,Antibiotics for Mammalian Cell Culture",False,False,selleckchem_L1300
Imeglimin (EMD 387008) Hydrochloride,-5.13,,,-5.63,155.2,66.0,-0.83,5.25,True,Others,False,False,selleckchem_L1300
Cytarabine (U-19920A),-5.63,,,-5.63,243.2,130.8,-2.56,3.0,False,"Apoptosis related,Autophagy,DNA/RNA Synthesis,Nucleoside Analog/Antimetabolite",False,False,selleckchem_L1300
Acetophenone,-5.13,,,-5.63,120.2,17.1,1.89,4.5,True,Others,False,False,selleckchem_L1300
Pentadecanoic acid,-5.12,,,-5.62,242.4,37.3,5.16,4.05,True,Others,False,False,selleckchem_L1300
Lactitol,-5.62,,,-5.62,344.3,200.5,-5.76,3.0,False,Others,False,False,selleckchem_L1300
Timonacic,-5.12,,,-5.62,133.2,49.3,-0.27,5.25,True,Others,False,False,selleckchem_L1300
Gimeracil,-5.12,,,-5.62,145.5,53.1,0.73,5.25,True,Dehydrogenase,False,False,selleckchem_L1300
Ethionamide,-5.12,,,-5.62,166.2,38.9,1.28,5.67,True,Antibiotics,False,False,selleckchem_L1300
Sucralose,-5.62,,,-5.62,397.6,128.8,-1.66,2.6,False,Others,False,False,selleckchem_L1300
Costunolide,-5.12,,,-5.62,232.3,26.3,3.55,4.56,True,Telomerase,False,False,selleckchem_L1300
Creatinine,-5.12,,,-5.62,113.1,56.2,-1.02,5.25,True,Others,False,False,selleckchem_L1300
Mecamylamine Hydrochloride,-5.11,,,-5.61,167.3,12.0,2.42,4.25,True,AChR,False,False,selleckchem_L1300
Nitrofural,-5.6,,,-5.6,198.1,123.8,0.19,3.75,False,Anti-infection,False,False,selleckchem_L1300
Bemegride,-5.1,,,-5.6,155.2,46.2,0.84,5.75,True,GABA Receptor,False,False,selleckchem_L1300
Malonic acid,-5.1,,,-5.6,104.1,74.6,-0.45,5.25,True,Others,False,False,selleckchem_L1300
(-)-Parthenolide,-5.09,,,-5.59,248.3,38.8,2.76,5.91,True,,False,False,selleckchem_L1300
Squalane,-5.59,,,-5.59,422.8,0.0,11.08,2.33,True,Others,False,False,selleckchem_L1300
Spiramycin,-5.59,,,-5.59,843.1,195.4,2.33,1.5,False,Antibiotics,False,False,selleckchem_L1300
Propylthiouracil,-5.09,,,-5.59,170.2,48.6,1.38,5.25,True,Peroxidases,False,False,selleckchem_L1300
Trigonelline,-5.09,,,-5.59,137.1,44.0,-1.13,6.0,True,"Akt,Anti-infection,Microtubule Associated,Phospholipase (e.g. PLA),PI3K",False,False,selleckchem_L1300
Methyl linolenate,-5.59,,,-5.59,292.5,26.3,5.75,3.47,True,Others,False,False,selleckchem_L1300
DL-Arginine,-5.59,,,-5.59,174.2,125.2,-1.34,3.0,False,Others,False,False,selleckchem_L1300
Triolein,-5.59,,,-5.59,885.5,78.9,18.1,3.0,False,"Interleukins,MMP,ROS",False,False,selleckchem_L1300
(+)-Camphor,-5.09,,,-5.59,152.2,17.1,2.4,4.5,True,"Fungal,TRP Channel",False,False,selleckchem_L1300
"1,4-Cineole",-5.08,,,-5.58,154.3,9.2,2.74,4.5,True,TRP Channel,False,False,selleckchem_L1300
Acetazolamide,-5.08,,,-5.58,222.3,115.0,-0.86,4.0,False,Carbonic Anhydrase,False,False,selleckchem_L1300
Citral,-5.08,,,-5.58,152.2,17.1,2.88,4.5,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Metformin,-5.08,,,-5.58,129.2,89.0,-1.03,4.5,False,"AMPK,Apoptosis related,JNK,Mitophagy,p38 MAPK",False,False,selleckchem_L1300
Acetylleucine,-5.08,,,-5.58,173.2,66.4,0.62,5.25,True,Others,False,False,selleckchem_L1300
Amdinocillin,-5.08,,,-5.58,325.4,73.2,1.41,5.75,True,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Dibutyl sebacate,-5.07,,,-5.57,314.5,52.6,4.79,4.65,True,Others,False,False,selleckchem_L1300
Deferoxamine mesylate (Ba 33112),-5.57,,,-5.57,560.7,205.8,0.92,1.5,False,"Autophagy,Beta Amyloid,Ferroptosis,HIF",False,False,selleckchem_L1300
Pyridoxine,-5.07,,,-5.57,169.2,73.6,0.08,4.75,False,Vitamin,False,False,selleckchem_L1300
Octenidine Dihydrochloride,-5.56,,,-5.56,550.9,34.6,9.63,2.59,False,Bacterial,False,False,selleckchem_L1300
Dipyridamole (NSC 515776),-5.56,,,-5.56,504.6,145.4,-0.02,1.5,False,PDE,False,False,selleckchem_L1300
Succinylcholine Chloride Dihydrate,-5.06,,,-5.56,290.4,52.6,0.27,6.0,True,AChR,False,False,selleckchem_L1300
Triethyl citrate,-5.05,,,-5.55,276.3,99.1,0.19,5.29,False,Others,False,False,selleckchem_L1300
Rifaximin,-5.55,,,-5.55,785.9,198.4,6.16,0.0,False,DNA/RNA Synthesis,False,False,selleckchem_L1300
L-Fucose,-5.05,,,-5.55,164.2,98.0,-2.35,4.1,False,Others,False,False,selleckchem_L1300
Azacitidine (5-Azacytidine),-5.55,,,-5.55,244.2,143.7,-3.17,3.0,False,"Autophagy,DNA Methyltransferase,Nucleoside Analog/Antimetabolite",False,False,selleckchem_L1300
Favipiravir (T-705),-5.04,,,-5.54,157.1,89.1,-0.58,5.25,False,"COVID-19,DNA/RNA Synthesis,Influenza Virus",False,False,selleckchem_L1300
Captopril,-5.04,,,-5.54,217.3,57.6,0.63,5.25,True,"ACE,RAAS",False,False,selleckchem_L1300
Ronidazole,-5.03,,,-5.53,200.2,113.3,-0.08,4.59,False,Anti-infection,False,False,selleckchem_L1300
Trigonelline Hydrochloride,-5.03,,,-5.53,138.1,41.2,0.21,5.75,True,Bacterial,False,False,selleckchem_L1300
Lactulose,-5.53,,,-5.53,342.3,197.4,-5.55,3.0,False,Others,False,False,selleckchem_L1300
Lauric Acid,-5.03,,,-5.53,200.3,37.3,3.99,4.8,True,Anti-infection,False,False,selleckchem_L1300
Nerolidol,-5.52,,,-5.52,222.4,20.2,4.4,3.22,True,Parasite,False,False,selleckchem_L1300
Gabapentin,-5.02,,,-5.52,171.2,63.3,1.37,5.25,True,GABA Receptor,False,False,selleckchem_L1300
Gabapentin HCl,-5.02,,,-5.52,171.2,63.3,1.37,5.25,True,GABA Receptor,False,False,selleckchem_L1300
Sodium?tetradecyl sulfate,-5.02,,,-5.52,294.5,63.6,4.51,4.62,True,Others,False,False,selleckchem_L1300
Domiphen Bromide,-5.52,,,-5.52,334.6,9.2,6.06,3.0,True,Potassium Channel,False,False,selleckchem_L1300
Emedastine Difumarate,-5.02,,,-5.52,302.4,33.5,2.21,5.51,True,Histamine Receptor,False,False,selleckchem_L1300
Betahistine,-5.01,,,-5.51,136.2,24.9,0.84,4.62,True,Histamine Receptor,False,False,selleckchem_L1300
Diatrizoic acid,-5.51,,,-5.51,613.9,95.5,3.12,2.89,False,Others,False,False,selleckchem_L1300
Ivermectin (MK-933),-5.51,,,-5.51,875.1,170.1,5.6,0.25,False,"AChR,Autophagy,Chloride Channel,COVID-19,HIV,Mitophagy,P2 Receptor",False,False,selleckchem_L1300
Ifosfamide (NSC109724),-5.0,,,-5.5,261.1,41.6,1.88,5.75,True,"DNA alkylator,DNA/RNA Synthesis",False,False,selleckchem_L1300
Sodium Houttuyfonate,-5.0,,,-5.5,307.4,83.5,3.0,6.0,False,Anti-infection,False,False,selleckchem_L1300
Levetiracetam (UCB-L059),-5.0,,,-5.5,170.2,63.4,-0.13,5.75,True,"AChR,Calcium Channel",False,False,selleckchem_L1300
L-Arabinose,-5.0,,,-5.5,150.1,90.2,-2.58,4.49,False,Others,False,False,selleckchem_L1300
D-Gluconic acid,-5.49,,,-5.49,196.2,138.5,-3.49,3.0,False,Fungal,False,False,selleckchem_L1300
Sebacic acid,-4.99,,,-5.49,202.2,74.6,2.28,5.25,True,Others,False,False,selleckchem_L1300
(-)-Borneol,-4.99,,,-5.49,154.3,20.2,2.19,4.27,True,GABA Receptor,False,False,selleckchem_L1300
Lactose,-5.48,,,-5.48,342.3,197.4,-5.55,3.0,False,Others,False,False,selleckchem_L1300
Famotidine,-5.48,,,-5.48,337.5,170.8,-0.16,3.0,False,Histamine Receptor,False,False,selleckchem_L1300
Monocaprylin,-4.98,,,-5.48,218.3,66.8,1.24,5.25,True,Bacterial,False,False,selleckchem_L1300
Moxidectin,-5.48,,,-5.48,639.8,116.0,5.73,0.95,False,Parasite,False,False,selleckchem_L1300
ETC-1002,-5.48,,,-5.48,344.5,94.8,4.47,3.41,False,"AMPK,ATP-citrate lyase,LDL",False,False,selleckchem_L1300
Metronidazole,-4.98,,,-5.48,171.2,81.2,0.09,5.75,False,"Antineoplastic and Immunosuppressive Antibiotics,DNA/RNA Synthesis",False,False,selleckchem_L1300
Acetrizoic acid,-5.48,,,-5.48,556.9,66.4,3.16,3.63,False,Others,False,False,selleckchem_L1300
"3,4-Diaminopyridine",-4.97,,,-5.47,109.1,64.9,0.25,5.25,True,Others,False,False,selleckchem_L1300
Amantadine,-4.97,,,-5.47,151.3,26.0,1.91,4.7,True,Influenza Virus,False,False,selleckchem_L1300
Triacetin,-4.97,,,-5.47,218.2,78.9,0.04,6.0,True,Fungal,False,False,selleckchem_L1300
6-Acetamidohexanoic acid,-4.97,,,-5.47,173.2,66.4,0.77,5.25,True,Others,False,False,selleckchem_L1300
Cetylpyridinium chloride monohydrate,-5.46,,,-5.46,304.5,3.9,6.46,3.0,True,Influenza Virus,False,False,selleckchem_L1300
Deferiprone,-4.96,,,-5.46,139.2,42.2,0.4,5.75,True,Others,False,False,selleckchem_L1300
Ioversol,-5.46,,,-5.46,807.1,199.9,-2.02,1.5,False,Others,False,False,selleckchem_L1300
Batyl alcohol,-5.46,,,-5.46,344.6,49.7,5.62,3.75,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Guaiacol,-4.96,,,-5.46,124.1,29.5,1.4,4.96,True,,False,False,selleckchem_L1300
10-Undecenoic acid,-4.96,,,-5.46,184.3,37.3,3.38,5.26,True,Others,False,False,selleckchem_L1300
Citronellal,-4.96,,,-5.46,154.3,17.1,2.96,4.5,True,Others,False,False,selleckchem_L1300
Iohexol,-5.46,,,-5.46,821.1,199.9,-1.63,1.5,False,Others,False,False,selleckchem_L1300
Avermectin B1,-5.45,,,-5.45,873.1,170.1,5.38,0.25,False,Parasite,False,False,selleckchem_L1300
Geraniol,-4.95,,,-5.45,154.3,20.2,2.67,4.27,True,Others,False,False,selleckchem_L1300
iothalamate sodium,-5.45,,,-5.45,613.9,95.5,2.52,2.98,False,Others,False,False,selleckchem_L1300
Isosorbide Mononitrate,-4.95,,,-5.45,191.1,91.1,-1.28,5.7,False,Others,False,False,selleckchem_L1300
Azathramycin,-5.45,,,-5.45,735.0,188.9,1.56,1.5,False,Antibiotics,False,False,selleckchem_L1300
L-Glutamine,-5.45,,,-5.45,146.1,106.4,-1.34,3.93,False,Others,False,False,selleckchem_L1300
Papain,-5.45,,,-5.45,226.2,121.1,-1.13,3.0,False,Others,False,False,selleckchem_L1300
2-Deoxy-D-glucose (2-DG),-4.94,,,-5.44,164.2,90.2,-2.19,4.49,False,"Apoptosis related,Carbohydrate Metabolism,HSV",False,False,selleckchem_L1300
Bromisoval,-4.94,,,-5.44,223.1,72.2,0.6,5.25,True,Others,False,False,selleckchem_L1300
Maltose,-5.44,,,-5.44,342.3,197.4,-5.55,3.0,False,Others,False,False,selleckchem_L1300
Amantadine HCl,-4.94,,,-5.44,151.3,26.0,1.91,4.7,True,Dopamine Receptor,False,False,selleckchem_L1300
Phytol,-5.43,,,-5.43,296.5,20.2,6.36,2.77,True,PPAR,False,False,selleckchem_L1300
Capric acid,-4.93,,,-5.43,172.3,37.3,3.21,5.39,True,"GluR,PPAR",False,False,selleckchem_L1300
Adipic acid,-4.93,,,-5.43,146.1,74.6,0.72,5.25,True,Others,False,False,selleckchem_L1300
Ethyl linoleate,-5.42,,,-5.42,308.5,26.3,6.36,3.47,True,Others,False,False,selleckchem_L1300
Succinic acid,-4.92,,,-5.42,118.1,74.6,-0.06,5.25,True,Others,False,False,selleckchem_L1300
Metrizoic acid,-5.42,,,-5.42,627.9,86.7,3.14,3.65,False,Others,False,False,selleckchem_L1300
Dianhydrogalactitol (VAL-083),-4.92,,,-5.42,146.1,65.5,-1.49,5.25,True,DNA alkylator,False,False,selleckchem_L1300
Everolimus (RAD001),-5.42,,,-5.42,958.2,204.7,6.2,0.25,False,"Apoptosis related,Autophagy,FKBP,mTOR",False,False,selleckchem_L1300
Sodium lauryl sulfate,-4.92,,,-5.42,265.4,66.4,3.38,5.71,True,Others,False,False,selleckchem_L1300
2-Methylhexanoic acid,-4.92,,,-5.42,130.2,37.3,1.9,5.55,True,Others,False,False,selleckchem_L1300
Tiopronin,-4.91,,,-5.41,163.2,66.4,-0.49,4.75,False,ROS,False,False,selleckchem_L1300
Glutaric acid,-4.91,,,-5.41,132.1,74.6,0.33,5.25,True,Others,False,False,selleckchem_L1300
6-Mercaptopurine (6-MP) Monohydrate,-4.91,,,-5.41,152.2,57.4,1.02,5.25,True,DNA/RNA Synthesis,False,False,selleckchem_L1300
Ligustrazine hydrochloride,-4.9,,,-5.4,136.2,25.8,1.71,4.93,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Triheptanoin,-5.4,,,-5.4,428.6,78.9,5.9,3.76,True,Others,False,False,selleckchem_L1300
Mercaptopurine (6-MP),-4.9,,,-5.4,152.2,57.4,1.02,5.25,True,DNA/RNA Synthesis,False,False,selleckchem_L1300
Capreomycin Sulfate,-5.4,,,-5.4,652.7,358.2,-7.21,1.5,False,Antibiotics,False,False,selleckchem_L1300
Clarithromycin,-5.4,,,-5.4,748.0,182.9,2.44,1.5,False,P450 (e.g. CYP17),False,False,selleckchem_L1300
Tetramethylpyrazine,-4.89,,,-5.39,136.2,25.8,1.71,4.93,True,Immunology & Inflammation related,False,False,selleckchem_L1300
L-Cycloserine,-4.89,,,-5.39,102.1,64.3,-1.62,5.25,True,Transferase,False,False,selleckchem_L1300
Altretamine,-4.89,,,-5.39,210.3,48.4,0.07,6.0,True,DNA alkylator,False,False,selleckchem_L1300
Tiamulin,-5.38,,,-5.38,493.8,66.8,4.97,2.84,False,Ribosomal Peptidyl Transferase,False,False,selleckchem_L1300
Oxaceprol,-4.88,,,-5.38,173.2,77.8,-0.95,5.25,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Dacarbazine (NSC-45388),-4.88,,,-5.38,182.2,99.7,0.07,4.76,False,"Antineoplastic and Immunosuppressive Antibiotics,DNA/RNA Synthesis",False,False,selleckchem_L1300
Ibandronate sodium monohydrate,-5.38,,,-5.38,319.2,138.5,0.5,3.0,False,Others,False,False,selleckchem_L1300
AMINOCAPROIC ACID (aminocaproic acid).cdx,-4.87,,,-5.37,131.2,63.3,0.59,5.25,True,Others,False,False,selleckchem_L1300
L-Histidine monohydrochloride monohydrate,-4.87,,,-5.37,155.2,92.0,-0.64,4.65,False,Others,False,False,selleckchem_L1300
L-Ornithine hydrochloride,-4.86,,,-5.36,132.2,89.3,-0.86,4.75,False,Others,False,False,selleckchem_L1300
Undecanoic acid,-4.85,,,-5.35,186.3,37.3,3.6,5.1,True,Others,False,False,selleckchem_L1300
Sodium succinate,-4.85,,,-5.35,116.1,80.3,-2.73,6.0,False,Others,False,False,selleckchem_L1300
Methyl Oleate,-5.34,,,-5.34,296.5,26.3,6.2,3.47,True,Others,False,False,selleckchem_L1300
Myristic Acid,-4.84,,,-5.34,228.4,37.3,4.77,4.22,True,Src,False,False,selleckchem_L1300
(+)-Borneol,-4.83,,,-5.33,154.3,20.2,2.19,4.27,True,GABA Receptor,False,False,selleckchem_L1300
Atosiban Acetate,-5.33,,,-5.33,994.2,365.7,-3.04,1.5,False,,False,False,selleckchem_L1300
Midecamycin,-5.33,,,-5.33,814.0,206.0,2.77,1.75,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
D-Glucuronic acid,-5.33,,,-5.33,194.1,135.3,-3.29,3.0,False,Others,False,False,selleckchem_L1300
DL-Panthenol,-4.83,,,-5.33,205.3,89.8,-1.14,4.5,False,Others,False,False,selleckchem_L1300
(+)-Fangchinoline,-5.32,,,-5.32,608.7,72.9,6.86,2.75,False,Others,False,False,selleckchem_L1300
Azelaic acid,-4.82,,,-5.32,188.2,74.6,1.89,5.25,True,Bacterial,False,False,selleckchem_L1300
Tylosin tartrate,-5.32,,,-5.32,916.1,238.7,1.83,1.5,False,"Antibiotics,Antibiotics for Mammalian Cell Culture",False,False,selleckchem_L1300
Ranitidine Hydrochloride,-4.81,,,-5.31,314.4,83.6,1.46,5.25,False,Histamine Receptor,False,False,selleckchem_L1300
L-serine,-4.81,,,-5.31,105.1,83.5,-1.61,4.75,False,Others,False,False,selleckchem_L1300
Oxiracetam,-4.81,,,-5.31,158.2,83.6,-1.94,5.25,False,GABA Receptor,False,False,selleckchem_L1300
Pralidoxime chloride,-4.8,,,-5.3,137.2,36.5,0.32,5.49,True,AChR,False,False,selleckchem_L1300
Thioctic acid,-4.8,,,-5.3,206.3,37.3,2.79,5.55,True,Others,False,False,selleckchem_L1300
L-Asparagine,-5.3,,,-5.3,132.1,106.4,-1.73,3.93,False,Others,False,False,selleckchem_L1300
S3887 L-Rhamnose monohydrate.cdx,-4.8,,,-5.3,164.2,90.2,-2.19,4.49,False,Others,False,False,selleckchem_L1300
Fomepizole,-4.8,,,-5.3,82.1,28.7,0.72,4.9,True,Dehydrogenase,False,False,selleckchem_L1300
O-Acetyl-L-carnitine hydrochloride,-4.8,,,-5.3,204.2,63.6,0.1,5.75,True,Others,False,False,selleckchem_L1300
DL-Glutamine,-5.29,,,-5.29,146.1,106.4,-1.34,3.93,False,Others,False,False,selleckchem_L1300
Glycerol Tri-n-octanoate,-5.29,,,-5.29,470.7,78.9,7.07,3.31,False,Others,False,False,selleckchem_L1300
5-Hydroxymethylfurfural,-4.79,,,-5.29,126.1,50.4,0.58,5.75,True,Others,False,False,selleckchem_L1300
Voglibose,-5.29,,,-5.29,267.3,153.6,-4.49,3.0,False,Carbohydrate Metabolism,False,False,selleckchem_L1300
Cetrimonium Bromide (CTAB),-5.29,,,-5.29,284.6,0.0,6.17,3.0,True,Anti-infection,False,False,selleckchem_L1300
N-Acetyl-D-mannosamine,-5.29,,,-5.29,221.2,119.2,-3.08,3.04,False,Others,False,False,selleckchem_L1300
Pralidoxime Iodide,-4.79,,,-5.29,137.2,36.5,0.32,5.49,True,AChR,False,False,selleckchem_L1300
Lactitol monohydrate,-5.28,,,-5.28,344.3,200.5,-5.76,3.0,False,Others,False,False,selleckchem_L1300
S3998 Lipoic acid.cdx,-4.78,,,-5.28,206.3,37.3,2.79,5.55,True,,False,False,selleckchem_L1300
Rhamnose,-4.77,,,-5.27,164.2,98.0,-2.35,4.1,False,Others,False,False,selleckchem_L1300
L-(+)-Arabinose,-4.77,,,-5.27,150.1,98.0,-2.74,4.1,False,Others,False,False,selleckchem_L1300
Gallamine Triethiodide,-5.26,,,-5.26,510.8,27.7,5.45,2.08,False,AChR,False,False,selleckchem_L1300
Sodium citrate dihydrate,-4.75,,,-5.25,189.1,140.6,-5.25,4.25,False,Others,False,False,selleckchem_L1300
Isonicotinic acid,-4.75,,,-5.25,123.1,50.2,0.78,5.75,True,Others,False,False,selleckchem_L1300
D-Mannitol,-5.25,,,-5.25,182.2,121.4,-3.59,3.0,False,Others,False,False,selleckchem_L1300
Hexaminolevulinate hydrochloride,-4.75,,,-5.25,215.3,69.4,1.42,5.75,True,Others,False,False,selleckchem_L1300
L-Theanine,-4.74,,,-5.24,174.2,92.4,-0.69,4.63,False,Others,False,False,selleckchem_L1300
Cetylpyridinium Chloride,-5.24,,,-5.24,304.5,3.9,6.46,3.0,True,Anti-infection,False,False,selleckchem_L1300
Monomethyl Fumarate,-4.74,,,-5.24,130.1,63.6,-0.2,5.75,True,"Apoptosis related,Autophagy,GPR",False,False,selleckchem_L1300
p-Anisaldehyde,-4.73,,,-5.23,136.1,26.3,1.51,4.97,True,Fungal,False,False,selleckchem_L1300
Cyclophosphamide,-4.72,,,-5.22,261.1,41.6,1.88,5.75,True,DNA/RNA Synthesis,False,False,selleckchem_L1300
Kitasamycin,-5.22,,,-5.22,786.0,200.0,2.44,1.5,False,Antibiotics,False,False,selleckchem_L1300
Cyclophosphamide (NSC-26271) Monohydrate,-4.71,,,-5.21,261.1,41.6,1.88,5.75,True,DNA alkylator,False,False,selleckchem_L1300
(R)-(+)-Atenolol HCl,-4.71,,,-5.21,169.2,29.5,0.64,5.22,True,Adrenergic Receptor,False,False,selleckchem_L1300
Linalool,-4.71,,,-5.21,154.3,20.2,2.67,4.27,True,NMDAR,False,False,selleckchem_L1300
D panthenol,-4.71,,,-5.21,205.3,89.8,-1.14,4.5,False,Vitamin,False,False,selleckchem_L1300
